Début	Fin	Speaker	Text
3373.256	3373.541	  	 
3373.541	3377.412	 spk1 	 la statistique sur les cinq dernières confrontations quatre fois
3377.412	3377.907	  	 
3377.907	3379.609	 spk1 	 l'Argentine s'est imposée
3379.609	3380.052	  	 
3380.052	3381.975	 spk1 	 pour une seule victoire de l'équipe de France
3381.975	3382.234	  	 
3382.234	3383.252	 spk1 	 avec un point d'avance
3383.252	3383.685	  	 
3383.685	3384.719	 spk1 	 à l'automne dernier
3384.719	3385.457	  	 
3385.457	3389.036	 spk2 	 ouais en menant à vingt-sept six quand même donc on a on a été un peu laxistes sur la fin
3389.036	3389.224	  	 
3389.224	3389.603	 spk2 	 allez
3389.603	3390.815	 spk1 	 bonne prise de balle de Pelous
3390.815	3391.248	  	 
3391.248	3392.007	 spk1 	 au point de chute
3392.007	3393.63	  	 
3393.63	3395.299	 spk1 	 allez le nettoyage d'Ibanez
3395.299	3398.131	  	 
3398.131	3399.962	 spk1 	 et le ballon extrait
3399.962	3401.55	  	 
3401.55	3402.599	 spk1 	 par Mignoni 
3402.599	3405.121	 spk1 	 pour Damien Traille qui s'est positionné
3405.121	3406.065	  	 
3406.065	3407.192	 spk1 	 pour trouver la touche
3407.192	3408.191	  	 
3408.191	3412.319	 spk2 	 oui donc déjà première consigne Bernard Laporte a dû dire il faut soulager Skrela
3412.319	3412.586	  	 
3412.586	3418.279	 spk2 	 il a la pression depuis le début 
3418.279	3418.516	  	 
3418.516	3423.196	 spk1 	 ah ouais parce que David Skrela il a vraiment joué sous pression hein de toute la première période hein
3423.196	3423.556	  	 
3423.556	3425.456	 spk1 	 toujours chassé par la défense adverse
3425.456	3428.266	  	 
3428.266	3429.547	 spk1 	 allez une touche un petit peu réduite
3429.547	3432.6	  	 
3432.6	3434.945	 spk1 	 qui se jouera au fond avec Ibanez
3434.945	3435.607	  	 
3435.607	3438.913	 spk1 	 qui s'empare de la balle voilà un ballon chipé aux argentins 
3438.913	3443.474	  	 
3443.474	3445.545	 spk1 	 ah et Mignoni qui a du mal à prendre ce ballon
3445.545	3447.917	  	 
3447.917	3449.688	 spk1 	 voilà qui est fait avec Skrela
3449.688	3450.233	  	 
3450.233	3452.043	 spk1 	 une passe sautée jusqu'à Jauzion 
3452.043	3452.421	  	 
3452.421	3452.964	 spk1 	 avec euh
3452.964	3453.429	  	 
3453.429	3456.162	 spk1 	 Heymans qui s'est intercalé Dominici maintenant
3456.162	3458.927	  	 
3458.927	3459.577	 spk1 	 Mignoni encore
3459.577	3460.392	  	 
3460.392	3462.358	 spk1 	 toujours pour Skrela au milieu du terrain
3462.358	3462.358	 spk1 	 cette fois pour faire jouer les gros
3462.358	3464.614	 spk2 	 au large oui au large oui c'est bien oui
3464.614	3465.011	  	 
3465.011	3466.017	 spk1 	 et puis Rougerie
3466.017	3466.482	  	 
3466.482	3466.482	 spk1 	 qui 
3466.482	3466.482	 Event desc * type pronounce extent begin 	 dégane
3466.482	3467.745	 Event desc * type pronounce extent end 	  Rémi Martin
3467.745	3468.417	  	 
3468.417	3471.891	 spk1 	 ah la transmission vers Betsen n'a pas fonctionné encore un ballon perdu
3471.891	3473.81	  	 
3473.81	3473.81	 spk1 	 et un en-avant 
3473.81	3473.81	 spk2 	 
3473.81	3474.501	 Event desc pi type pronounce extent instantaneous 	 
3474.501	3474.754	  	 
3474.754	3475.277	 spk2 	 on se barre de ah
3475.277	3475.277	 spk2 	 ça y est hein ça y est mon cher Thierry 
3475.277	3477.864	 Event desc rire type noise extent instantaneous 	  on y est
3477.864	3478.232	  	 
3478.232	3484.36	 spk2 	 on écarte les ballons on joue dans les quinze mètres vous allez voir les petits quinze mètres c'est les petits pointillés que vous voyez derrière le monsieur Spreadbury là
3484.36	3484.71	  	 
3484.71	3485.662	 spk2 	 c'est de la ligne de touche
3485.662	3486.254	  	 
3486.254	3486.254	 spk2 	 à première ligne de pointillés c'est ça les quinze mètres quand on étire d'un côté de l'autre il y a des espaces vous retrouvez Rémi Martin il a 
3486.254	3486.254	 Event desc pi type pronounce extent previous 	  hé Rémi là ça 
3486.254	3498.155	 Event desc pi type pronounce extent previous 	  ça s'arrête là hein il faut plus donner de ballons hein on les garde là il y a un Argentin au milieu
3498.155	3498.426	  	 
3498.426	3499.261	 spk1 	 ouais mais on leur dit
3499.261	3500.125	 spk1 	 tellement aussi
3500.125	3501.407	 spk1 	 qu'il faut pas enterrer les ballons
3501.407	3501.651	  	 
3501.651	3503.449	 spk1 	 qu'il faut assurer la continuité du jeu
3503.449	3503.692	  	 
3503.692	3504.792	 spk1 	 que l'intention était bonne
3504.792	3504.994	  	 
3504.994	3504.994	 spk1 	 de Rémi Martin
3504.994	3506.006	 spk2 	 l'intention est très bonne
3506.006	3506.459	 spk2 	 très très bonne
3506.459	3507.882	  	 
3507.882	3507.882	 spk2 	 ou alors un problème de couleurs entre le bleu clair et 
3507.882	3507.882	 Event desc * type pronounce extent begin 	 bleu
3507.882	3511.509	 Event desc * type pronounce extent end 	  et bleu et bleu foncé
3511.509	3511.509	  	 
3511.509	3511.986	 Event desc rire type noise extent instantaneous 	 
3511.986	3513.091	 spk1 	 allez la mêlée qui
3513.091	3513.304	  	 
3513.304	3514.758	 spk1 	 bouge un petit peu
3514.758	3515.106	  	 
3515.106	3517.118	 spk1 	 chahutée un peu la mêlée française
3517.118	3517.507	  	 
3517.507	3518.665	 spk1 	 sortie pour Mignoni 
3518.665	3519.325	  	 
3519.325	3521.651	 spk1 	 ouais encore une transmission un peu hasardeuse
3521.651	3521.923	  	 
3521.923	3522.369	 spk1 	 Jauzion
3522.369	3523.564	  	 
3523.564	3526.178	 spk1 	 le platane comme disent ses coéquipiers Betsen
3526.178	3528.249	  	 
3528.249	3531.876	 spk1 	 le meilleur joueur du monde selon le néo-zélandais Tana Umaga
3531.876	3533.385	  	 
3533.385	3534.882	 spk1 	 et puis Martin repoussé
3534.882	3536.836	  	 
3536.836	3537.486	 spk1 	 Mignoni
3537.486	3537.766	  	 
3537.766	3538.433	 spk1 	 Skrela
3538.433	3538.742	  	 
3538.742	3540.688	 spk1 	 à l'intérieur pour Dominici stoppé net
3540.688	3541.114	  	 
3541.114	3541.114	 spk1 	 désossé là Dominici
3541.114	3541.114	 spk2 	 
3541.114	3541.114	 Event desc pif type pronounce extent begin 	  regardez 
3541.114	3542.554	 Event desc pif type pronounce extent end 	 
3542.554	3542.864	  	 
3542.864	3545.89	 spk2 	 regardez au milieu du terrain il y a le numéro deux le numéro sept c'est des avants
3545.89	3546.309	  	 
3546.309	3550.832	 spk2 	 donc il faut jouer plus loin que le milieu de terrain parce qu'avec la vitesse nos trois-quarts on va les battre ils sont lourds
3550.832	3551.229	  	 
3551.229	3551.229	 spk2 	 regardez le un il est en position de centre là argentin 
3551.229	3551.229	 Event desc * type pronounce extent begin 	 regardez
3551.229	3554.516	 Event desc * type pronounce extent end 	  vous le voyez à l'écran là
3554.516	3554.952	  	 
3554.952	3554.952	 spk2 	 et voilà il appelle d'ailleurs 
3554.952	3558.492	 Event desc bg type noise extent instantaneous 	  venez m'aider parce que la quand même ça va vite hé oui
3558.492	3559.033	  	 
3559.033	3559.033	 spk1 	 et les Français qui
3559.033	3559.033	 spk2 	 
3559.033	3559.973	 Event desc pi type pronounce extent instantaneous 	 
3559.973	3560.175	  	 
3560.175	3561.973	 spk1 	 continuent à pilonner la défense
3561.973	3562.38	  	 
3562.38	3564.287	 spk1 	 de l'Argentine c'est une bonne séquence
3564.287	3564.56	  	 
3564.56	3565.619	 spk1 	 avec Skrela
3565.619	3565.958	  	 
3565.958	3567.27	 spk1 	 avec Rougerie
3567.27	3569.383	  	 
3569.383	3572.438	 spk1 	 ah ouais qui a gardé le ballon qui l'a bien gardé qui l'a bien libéré
3572.438	3573.137	  	 
3573.137	3574.069	 spk1 	 Skrela encore
3574.069	3574.408	  	 
3574.408	3575.681	 spk1 	 Harinordoquy
3575.681	3576.31	  	 
3576.31	3577.545	 spk1 	 ah il lui faut du soutien
3577.545	3578.711	  	 
3578.711	3580.208	 spk1 	 au joueur du Biarritz Olympique
3580.208	3581.625	  	 
3581.625	3582.841	 spk1 	 Mignoni Skrela
3582.841	3583.763	  	 
3583.763	3585.456	 spk1 	 ah qui va venir rechercher le petit côté
3585.456	3585.989	  	 
3585.989	3586.989	 spk1 	 avec Dominici
3586.989	3589.478	  	 
3589.478	3591.463	 spk1 	 ah qui a pas trouvé le petit trou de la serrure
3591.463	3592.006	  	 
3592.006	3593.775	 spk1 	 mais qui conserve le bénéfice du ballon
3593.775	3594.153	  	 
3594.153	3596.79	 spk1 	 oh oui oui oui les Argentins qui se mettent à la faute
3596.79	3603.628	  	 
3603.628	3607.012	 spk1 	 laissez les Argentins laissez les Argentins demande monsieur Spreadbury
3607.012	3607.771	  	 
3607.771	3609.618	 spk1 	 et il joue au pied David Skrela
3609.618	3610.093	  	 
3610.093	3611.774	 spk1 	 dans le dos de Borges
3611.774	3612.777	  	 
3612.777	3613.68	 spk1 	 arrêt de volée
3613.68	3614.116	  	 
3614.116	3616.907	 spk1 	 il a le droit uniquement dans ces vingt-deux mètres
3616.907	3617.606	  	 
3617.606	3618.869	 spk1 	 mais il dit qu'il a pas crié marque
3618.869	3618.869	  	 
3618.869	3619.336	 Event desc rire type noise extent instantaneous 	 
3619.336	3621.574	 spk1 	 vous avez vu ce qu'il dit à monsieur Spreadbury mais j'ai pas dit marque
3621.574	3621.79	  	 
3621.79	3621.94	 spk2 	 ouais
3621.94	3622.041	  	 
3622.041	3628.062	 spk2 	 c'est le vocabulaire marque c'est le nom que vous devez dire quand vous réceptionnez la balle alors le marque peut se faire les pieds au sol ou dans
3628.062	3628.062	 spk1 	 oui
3628.062	3628.508	 spk2 	 les airs
3628.508	3629.246	 spk2 	 attention hein
3629.246	3629.478	  	 
3629.478	3630.673	 spk1 	 alors que il y a quelques années
3630.673	3630.924	  	 
3630.924	3631.029	 spk2 	 ouais
3631.029	3631.222	  	 
3631.222	3633.079	 spk1 	 il fallait avoir les deux pieds plantés
3633.079	3633.213	  	 
3633.213	3633.213	 spk1 	 dans le sol
3633.213	3633.931	 spk2 	 au sol
3633.931	3634.25	  	 
3634.25	3636.116	 spk2 	 et c'est pour protéger uniquement le joueur hein
3636.116	3636.931	  	 
3636.931	3637.69	 spk2 	 qu'on a fait ça
3637.69	3638.175	  	 
3638.175	3639.74	 spk1 	 ah une touche qui a pas été bien trouvée
3639.74	3640.057	  	 
3640.057	3640.901	 spk1 	 par Hernandez 
3640.901	3642.028	 spk1 	 les Français qui restent
3642.028	3642.425	  	 
3642.425	3644.194	 spk1 	 dans la moitié de terrain de l'Argentine
3644.194	3646.21	  	 
3646.21	3646.911	 spk2 	 euh vous revoyez
3646.911	3648.328	 spk1 	 on va regarder si il crie marque
3648.328	3649.377	  	 
3649.377	3650.543	 spk1 	 non on n'a pas l'impression
3650.543	3650.543	  	 
3650.543	3651.135	 Event desc rire type noise extent instantaneous 	 
3651.135	3651.851	 spk1 	 effectivement
3651.851	3658.076	  	 
3658.076	3660.148	 spk1 	 ah et touche remise en jeu Ibanez
3660.148	3661.022	  	 
3661.022	3666.391	 spk1 	 la bonne combinaison le bon lancement la bonne synchronisation entre les lanceurs et le sauteur
3666.391	3667.158	  	 
3667.158	3669.443	 spk1 	 c'est bien pour un Jérôme Thion qui est allé très haut 
3669.443	3671.193	  	 
3671.193	3672.853	 spk1 	 pour le maul pénétrant maintenant
3672.853	3673.279	  	 
3673.279	3673.279	 spk1 	 un ballon qui est au fond
3673.279	3674.486	 spk2 	 ah oui
3674.486	3674.864	  	 
3674.864	3676.353	 spk1 	 et une équipe de France qui avance
3676.353	3676.713	  	 
3676.713	3677.772	 spk1 	 c'est l'autobus bleu
3677.772	3680.757	  	 
3680.757	3681.524	 spk1 	 c'est parti
3681.524	3682.865	  	 
3682.865	3685.453	 spk1 	 le ballon est caché les Argentins ne le voient pas
3685.453	3686.648	  	 
3686.648	3688.163	 spk1 	 c'est l'épreuve de force
3688.163	3689.145	  	 
3689.145	3692.169	 spk1 	 avec un avantage à venir pour l'équipe de France vous voyez le geste
3692.169	3692.582	  	 
3692.582	3693.354	 spk1 	 de l'arbitre
3693.354	3695.324	  	 
3695.324	3696.989	 spk1 	 mais tant qu'il y a progression
3696.989	3697.761	  	 
3697.761	3700.546	 spk1 	 monsieur Spreadbury va se laisser jouer les Français
3700.546	3700.869	  	 
3700.869	3703.677	 spk1 	 qui vont emmener les Argentins au delà de la ligne d'en-but
3703.677	3708.109	  	 
3708.109	3709.834	 spk1 	 ah et cette fois le ballon est au sol va falloir
3709.834	3710.247	  	 
3710.247	3710.87	 spk1 	 monter
3710.87	3711.193	  	 
3711.193	3712.415	 spk1 	 une nouvelle combinaison
3712.415	3714.505	  	 
3714.505	3716.445	 spk1 	 en insistant au physique
3716.445	3719.14	  	 
3719.14	3719.14	 spk1 	 avec ce ballon 
3719.14	3719.14	 Event desc * type pronounce extent begin 	 là 
3719.14	3722.302	 Event desc * type pronounce extent end 	  qui est devant Harinordoquy caché par l'arbitre
3722.302	3724.003	  	 
3724.003	3724.536	 spk1 	 il est là
3724.536	3724.949	  	 
3724.949	3725.901	 spk1 	 il est là ce ballon
3725.901	3726.29	  	 
3726.29	3727.757	 spk1 	 et on vient défier encore
3727.757	3728.027	  	 
3728.027	3729.464	 spk1 	 c'est la vraie épreuve de force
3729.464	3729.678	  	 
3729.678	3731.016	 spk1 	 c'est peut-être le tournant
3731.016	3731.771	  	 
3731.771	3732.623	 spk1 	 de ce match
3732.623	3737.403	  	 
3737.403	3737.885	 spk2 	 allez au
3737.885	3737.885	 spk1 	 avec encore Thion
3737.885	3738.931	 spk2 	 marteau piqueur
3738.931	3740.701	 spk1 	 encore un coup dans la meule
3740.701	3742.02	 spk2 	 un mètre un mètre
3742.02	3742.969	  	 
3742.969	3745.649	 spk1 	 ça se gagne centimètre par centimètre
3745.649	3749.282	  	 
3749.282	3752.429	 spk1 	 la vraie épreuve de force Pelous Martin sont prêts
3752.429	3753.417	  	 
3753.417	3753.417	 spk2 	 ah il y a des sécateurs hein vous l'avez dit 
3753.417	3753.417	 Event desc rire type noise extent instantaneous 	  ça 
3753.417	3753.417	 Event desc * type pronounce extent begin 	 regardez
3753.417	3755.611	 Event desc * type pronounce extent end 	  ça ça
3755.611	3755.611	 spk1 	 les tondeuses à gazon
3755.611	3756.832	 spk2 	 bloque au niveau des chevilles
3756.832	3758.267	 spk2 	 ah les tondeuses à gazon ça y va
3758.267	3759.259	  	 
3759.259	3760.426	 spk2 	 on est pas loin regardez on est pas loin
3760.426	3761.589	  	 
3761.589	3763.374	 spk1 	 et ça bataille ça bataille
3763.374	3765.105	  	 
3765.105	3766.914	 spk1 	 grosse grosse empoignade
3766.914	3768.408	  	 
3768.408	3769.435	 spk1 	 et on continue
3769.435	3771.24	  	 
3771.24	3773.434	 spk1 	 ah tout près de la ligne d'en-but maintenant
3773.434	3775.919	  	 
3775.919	3776.981	 spk1 	 un mètre à peine
3776.981	3777.444	  	 
3777.444	3779.326	 spk1 	 encore un effort pour aller défier 
3779.326	3779.618	  	 
3779.618	3783.06	 spk2 	 oui mais hé mon cher Thierry si on écarte il y a des énormes boulevards là-bas au milieu
3783.06	3783.741	  	 
3783.741	3783.741	 spk1 	 
3783.741	3783.741	 Event desc pi type pronounce extent previous 	 
3783.741	3784.748	 spk2 	 c'est des autoroutes
3784.748	3785.332	 spk1 	 Mignoni
3785.332	3786.826	  	 
3786.826	3789.467	 spk1 	 en alertant au milieu du terrain Jauzion pour Dominici
3789.467	3789.949	  	 
3789.949	3791.229	 spk1 	 allez du soutien vite vite
3791.229	3792.524	  	 
3792.524	3792.524	 spk1 	 eh oui ce ballon gardé au
3792.524	3793.648	 spk2 	 il a gardé la balle au sol
3793.648	3794.951	 spk1 	 sol par Dominici
3794.951	3795.165	  	 
3795.165	3796.328	 spk1 	 par manque de soutien 
3796.328	3797.413	  	 
3797.413	3799.338	 spk1 	 quelle occasion manquée
3799.338	3799.922	  	 
3799.922	3800.696	 spk2 	 oui hé oui
3800.696	3801.065	  	 
3801.065	3801.999	 spk2 	 alors c'est très simple
3801.999	3802.252	  	 
3802.252	3807.308	 spk2 	 quand vous vous consommez en nombre comme vous l'avez vu sur vos écrans où il y a eu beaucoup de joueurs français très près de la phase d'impact
3807.308	3807.639	  	 
3807.639	3808.316	 spk2 	 et en nombre
3808.316	3808.934	  	 
3808.934	3810.86	 spk2 	 effectivement dès qu'on écarte ce ballon
3810.86	3811.148	  	 
3811.148	3812.447	 spk2 	 au moins à dix quinze mètres
3812.447	3812.855	  	 
3812.855	3816.103	 spk2 	 il y a moins de soutien puisqu'on est tous consommés dans le dans le ras dans le jeu au ras
3816.103	3816.492	  	 
3816.492	3818.374	 spk2 	 et donc systématiquement comme il y a moins de soutien
3818.374	3818.608	  	 
3818.608	3819.226	 spk2 	 il faut rester debout
3819.226	3819.713	  	 
3819.713	3820.506	 spk2 	 il faut rester debout
3820.506	3821.07	  	 
3821.07	3822.334	 spk2 	 et Dominici qui se fait planter
3822.334	3822.646	  	 
3822.646	3825.454	 spk2 	 regardez là il se fait planter il y a plus de soutien regardez il est tout seul
3825.454	3825.687	  	 
3825.687	3828.138	 spk1 	 par son coéquipier du Stade Français Corleto
3828.138	3828.484	  	 
3828.484	3832.879	 spk1 	 et oui il garde le ballon au sol alors que Ledesma numéro deux argentin était lui
3832.879	3833.147	  	 
3833.147	3833.917	 spk1 	 sur ses jambes
3833.917	3834.909	  	 
3834.909	3837.515	 spk1 	 rien à dire sur la décision de monsieur Spreadbury
3837.515	3838.06	  	 
3838.06	3840.954	 spk3 	 là Thierry il y a tout le banc français qui est parti s'échauffer
3840.954	3841.183	  	 
3841.183	3843.688	 spk3 	 Sébastien Chabal en tête avec Thierry Dusautoir
3843.688	3844.229	  	 
3844.229	3847.201	 spk3 	 et également euh Jean-Baptiste Poux parce qu'on a vu euh
3847.201	3847.586	  	 
3847.586	3849.177	 spk3 	 Pieter de Villiers souffler un petit peu
3849.177	3849.932	  	 
3849.932	3853.468	 spk1 	 on a vu un visage triste dans les tribunes ça serait bien de lui redonner le sourire
3853.468	3854.923	  	 
3854.923	3857.272	 spk1 	 voilà Chabal Dusautoir Szarzewski
3857.272	3859.256	  	 
3859.256	3861.314	 spk3 	 ça c'est du punch pour l'équipe de France hein c'est
3861.314	3862.846	 spk1 	 ah le banc est énorme oui oui absolument
3862.846	3865.491	  	 
3865.491	3866.308	 spk1 	 et du côté
3866.308	3867.047	  	 
3867.047	3868.039	 spk1 	 argentin
3868.039	3870.33	  	 
3870.33	3871.687	 spk3 	 il y a un Contepomi qui est sorti
3871.687	3871.687	 spk1 	 ouais
3871.687	3872.135	 spk3 	 Thierry
3872.135	3873.877	 spk3 	 et c'est Senillosa qui va qui va rentrer
3873.877	3874.398	  	 
3874.398	3874.398	 spk1 	 l'homme 
3874.398	3874.398	 Event desc * type pronounce extent begin 	 a
3874.398	3874.398	 Event desc * type pronounce extent end 	 
3874.398	3874.931	 spk3 	 saignement
3874.931	3884.656	 spk1 	 appelé de la dernière heure hein c'est après le forfait de Gaïtan le centre du Biarritz Olympique victime d'ennuis cardiaques hein Olivier c'est à l'issue d'un match de préparation contre le Pays de Galles 
3884.656	3885.967	  	 
3885.967	3886.955	 spk1 	 Gaïtan va mieux
3886.955	3888.512	  	 
3888.512	3888.512	 spk1 	 mais évidemment il ne peut pas jouer euh cette coupe du monde et Senillosa en a profité pour intégrer le groupe tiens Arthur 
3888.512	3898.865	 Event desc rire type noise extent instantaneous 	  avec Dany Boon
3898.865	3900.566	  	 
3900.566	3902.596	 spk1 	 Christian Clavier également présent
3902.596	3903.847	  	 
3903.847	3908.099	 spk1 	 dans les tribunes du Stade de France pour soutenir les Bleus en difficulté menés
3908.099	3909.979	  	 
3909.979	3911.081	 spk1 	 encore pour le moment
3911.081	3914.907	  	 
3914.907	3916.147	 spk1 	 dix-sept à neuf
3916.147	3917.818	  	 
3917.818	3918.924	 spk1 	 la prise de balle
3918.924	3919.656	  	 
3919.656	3921.602	 spk1 	 elle est favorable aux Pumas
3921.602	3926.842	  	 
3926.842	3928.799	 spk1 	 Pichot pour Hernandez 
3928.799	3929.926	 spk1 	 encore un ballon levé
3929.926	3930.525	  	 
3930.525	3931.231	 spk1 	 très haut
3931.231	3932.251	  	 
3932.251	3934.676	 spk1 	 Pelous est au point de chute il est dépassé par le ballon
3934.676	3937.85	  	 
3937.85	3939.377	 spk1 	 on peut pas dire pourtant que les chandelles
3939.377	3939.886	  	 
3939.886	3941.592	 spk1 	 de Hernandez soient très bien tapées 
3941.592	3944.227	  	 
3944.227	3945.694	 spk1 	 allez Dominici à la relance
3945.694	3946.257	  	 
3946.257	3949.349	 spk1 	 avec Heymans il a des appuis de feu il préfère jouer au pied
3949.349	3949.738	  	 
3949.738	3950.786	 spk1 	 avec le pied gauche
3950.786	3951.505	  	 
3951.505	3953.601	 spk1 	 ça c'est intelligent pour éviter de faire un en-avant
3953.601	3953.93	  	 
3953.93	3955.143	 spk1 	 contrôle le ballon avec le pied
3955.143	3955.892	  	 
3955.892	3957.353	 spk1 	 cet homme-là est dangereux
3957.353	3957.682	  	 
3957.682	3960.186	 spk1 	 Hernandez oh mésentente avec Corletto
3960.186	3960.689	  	 
3960.689	3962.15	 spk1 	 Jauzion a prolongé au pied
3962.15	3964.755	  	 
3964.755	3965.977	 spk1 	 faut le bloquer et Thion
3965.977	3967.288	  	 
3967.288	3968.097	 spk1 	 faut l'arrêter
3968.097	3972.133	  	 
3972.133	3972.666	 spk1 	 Pichot
3972.666	3974.247	  	 
3974.247	3975.259	 spk1 	 Hernandez
3975.259	3977.109	  	 
3977.109	3979.355	 spk1 	 ballon récupéré par Rougerie
3979.355	3981.864	  	 
3981.864	3985.331	 spk1 	 en l'air il va aller au point de chute le trois-quart aile de Clermont
3985.331	3985.84	  	 
3985.84	3985.84	 spk1 	 
3985.84	3986.798	 Event desc pi type pronounce extent previous 	 
3986.798	3987.846	 spk1 	 Hernandez
3987.846	3991.08	  	 
3991.08	3992.092	 spk1 	 mais le ballon est pour Pichot
3992.092	3994.661	  	 
3994.661	3996.152	 spk1 	 quoique
3996.152	3996.811	  	 
3996.811	3999.051	 spk1 	 avec un un avantage à venir ouais pour l'Argentine
3999.051	3999.434	  	 
3999.434	4000.213	 spk1 	 faute des Français 
4000.213	4002.153	  	 
4002.153	4013.77	 spk2 	 euh on est venu sur le côté du répondant on vous l'a dit hein vous devez venir par l'arrière et au milieu mais pas plonger rester sur vos appuis essayer de traverser au milieu voilà ce que la seule possibilité que vous avez sur les les tas on va dire hein les rucks
4013.77	4013.77	 spk1 	 
4013.77	4013.77	 Event desc * type pronounce extent begin 	 ouais
4013.77	4020.501	 Event desc * type pronounce extent end 	  voilà ce qu'il faut expliquer c'est quand y a un tas pour venir se joindre au tas il faut faire l'effort de passer par la porte de derrière 
4020.501	4020.501	 spk1 	 hein
4020.501	4020.974	 spk2 	 voilà
4020.974	4021.273	  	 
4021.273	4023.459	 spk2 	 et aller tout droit et ne pas venir sur les côtés ouais
4023.459	4024.717	  	 
4024.717	4028.992	 spk2 	 ce qu'on a pas beaucoup vu aujourd'hui hein c'est la première fois je crois d'aileurs que l'équipe de France est pénalisée sur cette phase de jeu
4028.992	4029.352	  	 
4029.352	4031.861	 spk1 	 Contepomi va retrouver sa place
4031.861	4034.43	  	 
4034.43	4035.532	 spk1 	 ouais Senillosa
4035.532	4036.813	  	 
4036.813	4038.251	 spk1 	 va sortir
4038.251	4042.047	  	 
4042.047	4044.023	 spk1 	 marrant hein deux centres deux jumeaux
4044.023	4045.071	  	 
4045.071	4046.119	 spk1 	 au centre
4046.119	4047.167	  	 
4047.167	4048.514	 spk1 	 de l'attaque des Argentins
4048.514	4050.61	  	 
4050.61	4053.005	 spk1 	 alors qu'il y a deux frères hein dans le pack les deux Fernandez Lobbe
4053.005	4053.754	  	 
4053.754	4054.826	 spk1 	 l'un est troisième ligne l'autre
4054.826	4055.958	  	 
4055.958	4056.611	 spk1 	 est deuxième ligne
4056.611	4059.389	  	 
4059.389	4061.515	 spk1 	 lui est talonneur c'est Mario Ledesma
4061.515	4062.383	  	 
4062.383	4064.21	 spk1 	 un bon lancé bonne prise de balle
4064.21	4068.126	  	 
4068.126	4071.779	 spk1 	 et Harinordoquy qui a essayé de pourrir un petit peu la sortie des Argentins
4071.779	4079.587	  	 
4079.587	4079.587	 spk1 	 
4079.587	4082.072	 Event desc pi type pronounce extent previous 	  dans le stade de France
4082.072	4082.402	  	 
4082.402	4084.073	 spk1 	 une équipe de France en difficulté
4084.073	4086.432	  	 
4086.432	4087.45	 spk1 	 ah hé qui essaye
4087.45	4088.109	  	 
4088.109	4091.271	 spk1 	 sa défense de renverser le cours du jeu on a vu Thion à l'ouvrage
4091.271	4092.882	  	 
4092.882	4094.313	 spk1 	 ballon écarté sur Hernandez
4094.313	4095.451	  	 
4095.451	4097.511	 spk1 	 très haut très très haut Heymans
4097.511	4098.882	  	 
4098.882	4100.17	 spk1 	 ah la la il l'a relâche
4100.17	4101.93	  	 
4101.93	4104.151	 spk1 	 ah il peut quand même dégager avec le pied gauche 
4104.151	4106.871	 spk1 	 mais ça traduit encore leur petite fébrilité 
4106.871	4108.841	  	 
4108.841	4121.452	 spk2 	 ah ils sont euh ils sont pas géniaux mais ça marque il faut et ça marche donc ils continuent ils ont raison ils sont c'est là que que on on voit qu'ils sont intelligents ces Argentins parce qu'ils continuent à faire des ballons dans les airs et comme on est pas bon à la réception depuis le début hé bé voyez euh
4121.452	4121.452	 spk1 	 ah il s'était bien tourné vers son camp hein
4121.452	4121.452	 spk2 	 
4121.452	4123.548	 Event desc pi type pronounce extent previous 	 
4123.548	4123.548	 spk1 	 qui fait
4123.548	4123.847	 spk2 	 ouais ouais
4123.847	4124.716	 spk1 	 qu'il y a pas eu en-avant
4124.716	4125.039	 spk2 	 tout à fait
4125.039	4125.572	  	 
4125.572	4126.883	 spk1 	 donc ça c'était une bonne idée
4126.883	4129.967	  	 
4129.967	4133.111	 spk1 	 allez encore un ballon pris par l'alignement argentin et joué
4133.111	4134.063	  	 
4134.063	4134.961	 spk1 	 avec euh
4134.961	4136.698	  	 
4136.698	4138.771	 spk1 	 Ostiglia et Fernandez Lobe
4138.771	4139.686	  	 
4139.686	4142.255	 spk1 	 le drop d'Hernandez qui a été contré par Skrela
4142.255	4142.602	  	 
4142.602	4145.566	 spk1 	 le drop de Nani Corleto plaqué par Skrela 
4145.566	4146.375	  	 
4146.375	4147.95	 spk1 	 et le dégagement de Dominici 
4147.95	4150.07	  	 
4150.07	4153.417	 spk1 	 allez il va aller trouver la touche très loin dans le camp argentin c'est bien 
4153.417	4154.405	  	 
4154.405	4155.034	 spk2 	 ah que oui
4155.034	4155.932	  	 
4155.932	4162.723	 spk2 	 l'occupation du terrain alors elle est à la main elle est au pied en tout cas le premier coup de pied bien tapé
4162.723	4162.897	 spk1 	 oui
4162.897	4166.035	 spk2 	 dans l'espace libre où y a pas d'Argentins de Dominici
4166.035	4167.167	  	 
4167.167	4172.191	 spk2 	 ah si on avait dit que ce serait notre leader au pied je l'aurais pas dit en début de partie mais en tout cas si ça peut donner
4172.191	4172.664	  	 
4172.664	4172.664	 spk2 	 espoir et même confiance à l'équipe de France 
4172.664	4176.79	 Event desc sif type noise extent instantaneous 	  ah enfin on occupe le terrain argentin
4176.79	4177.892	  	 
4177.892	4179.443	 spk1 	 mais la remise en jeu est pour Ledesma
4179.443	4182.042	  	 
4182.042	4185.689	 spk3 	 l'équipe de France qui fait un excellent match en contrant en touche avec Harinordoquy
4185.689	4185.689	 spk1 	 oui
4185.689	4185.833	 spk3 	 et
